date,ip,loc,lat,long,Date,Day
2021-07-06 18:58:29 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-06 18:58:29+00:00,2021-07-06
2021-07-06 20:00:19 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-06 20:00:19+00:00,2021-07-06
2021-07-06 20:47:48 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-06 20:47:48+00:00,2021-07-06
2021-07-06 21:11:56 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-06 21:11:56+00:00,2021-07-06
2021-07-06 22:33:43 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-06 22:33:43+00:00,2021-07-06
2021-07-07 00:34:28 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-07 00:34:28+00:00,2021-07-07
2021-07-07 06:11:28 UTC,107.242.117.5,"None, New Jersey",40.7064,-74.2111,2021-07-07 06:11:28+00:00,2021-07-07
2021-07-07 06:32:14 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-07 06:32:14+00:00,2021-07-07
2021-07-07 12:31:10 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-07 12:31:10+00:00,2021-07-07
2021-07-07 17:03:34 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-07 17:03:34+00:00,2021-07-07
2021-07-07 18:17:25 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-07 18:17:25+00:00,2021-07-07
2021-07-07 18:40:24 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-07 18:40:24+00:00,2021-07-07
2021-07-07 20:45:27 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-07 20:45:27+00:00,2021-07-07
2021-07-07 22:29:58 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-07 22:29:58+00:00,2021-07-07
2021-07-07 23:40:49 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-07 23:40:49+00:00,2021-07-07
2021-07-08 00:06:07 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-08 00:06:07+00:00,2021-07-08
2021-07-08 00:54:09 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-08 00:54:09+00:00,2021-07-08
2021-07-08 01:55:14 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-08 01:55:14+00:00,2021-07-08
2021-07-08 02:57:58 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-08 02:57:58+00:00,2021-07-08
2021-07-08 03:47:09 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-08 03:47:09+00:00,2021-07-08
2021-07-08 03:59:10 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-08 03:59:10+00:00,2021-07-08
2021-07-08 06:06:31 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-08 06:06:31+00:00,2021-07-08
2021-07-08 08:34:55 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-08 08:34:55+00:00,2021-07-08
2021-07-08 16:55:14 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-08 16:55:14+00:00,2021-07-08
2021-07-08 17:55:16 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-08 17:55:16+00:00,2021-07-08
2021-07-08 20:42:41 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-08 20:42:41+00:00,2021-07-08
2021-07-08 22:11:23 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-08 22:11:23+00:00,2021-07-08
2021-07-08 23:15:27 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-08 23:15:27+00:00,2021-07-08
2021-07-09 00:45:06 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-09 00:45:06+00:00,2021-07-09
2021-07-09 02:07:37 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-09 02:07:37+00:00,2021-07-09
2021-07-09 03:07:44 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-09 03:07:44+00:00,2021-07-09
2021-07-09 04:07:47 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-09 04:07:47+00:00,2021-07-09
2021-07-09 05:43:06 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-09 05:43:06+00:00,2021-07-09
2021-07-09 13:17:19 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-09 13:17:19+00:00,2021-07-09
2021-07-09 14:57:08 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-09 14:57:08+00:00,2021-07-09
2021-07-09 16:13:53 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-09 16:13:53+00:00,2021-07-09
2021-07-09 23:24:24 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-09 23:24:24+00:00,2021-07-09
2021-07-10 15:05:35 UTC,107.242.117.26,"None, New Jersey",40.7064,-74.2111,2021-07-10 15:05:35+00:00,2021-07-10
2021-07-10 15:53:17 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-10 15:53:17+00:00,2021-07-10
2021-07-10 17:17:46 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-10 17:17:46+00:00,2021-07-10
2021-07-10 18:27:25 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-10 18:27:25+00:00,2021-07-10
2021-07-10 20:19:54 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-10 20:19:54+00:00,2021-07-10
2021-07-10 21:30:10 UTC,107.242.117.26,"None, New Jersey",40.7064,-74.2111,2021-07-10 21:30:10+00:00,2021-07-10
2021-07-10 23:05:45 UTC,107.242.117.26,"None, New Jersey",40.7064,-74.2111,2021-07-10 23:05:45+00:00,2021-07-10
2021-07-11 00:59:49 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 00:59:49+00:00,2021-07-11
2021-07-11 12:41:10 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 12:41:10+00:00,2021-07-11
2021-07-11 14:07:58 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 14:07:58+00:00,2021-07-11
2021-07-11 15:09:57 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 15:09:57+00:00,2021-07-11
2021-07-11 16:23:11 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 16:23:11+00:00,2021-07-11
2021-07-11 17:44:20 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 17:44:20+00:00,2021-07-11
2021-07-11 19:19:29 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-11 19:19:29+00:00,2021-07-11
2021-07-11 19:41:14 UTC,107.242.117.26,"None, New Jersey",40.7064,-74.2111,2021-07-11 19:41:14+00:00,2021-07-11
2021-07-11 21:02:40 UTC,107.242.117.26,"None, New Jersey",40.7064,-74.2111,2021-07-11 21:02:40+00:00,2021-07-11
2021-07-11 22:29:03 UTC,107.242.117.25,"None, New Jersey",40.7064,-74.2111,2021-07-11 22:29:03+00:00,2021-07-11
2021-07-11 23:29:31 UTC,107.242.117.25,"None, New Jersey",40.7064,-74.2111,2021-07-11 23:29:31+00:00,2021-07-11
2021-07-12 00:00:30 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 00:00:30+00:00,2021-07-12
2021-07-12 01:18:40 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 01:18:40+00:00,2021-07-12
2021-07-12 02:37:11 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 02:37:11+00:00,2021-07-12
2021-07-12 13:59:37 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 13:59:37+00:00,2021-07-12
2021-07-12 15:27:08 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 15:27:08+00:00,2021-07-12
2021-07-12 16:28:08 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 16:28:08+00:00,2021-07-12
2021-07-12 17:38:33 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 17:38:33+00:00,2021-07-12
2021-07-12 18:46:39 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-12 18:46:39+00:00,2021-07-12
2021-07-12 22:19:45 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-12 22:19:45+00:00,2021-07-12
2021-07-12 23:22:48 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-12 23:22:48+00:00,2021-07-12
2021-07-13 02:23:48 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-13 02:23:48+00:00,2021-07-13
2021-07-13 03:03:39 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-13 03:03:39+00:00,2021-07-13
2021-07-13 09:55:45 UTC,69.200.224.79,"Astoria, New York",40.7706,-73.9265,2021-07-13 09:55:45+00:00,2021-07-13
2021-07-13 10:31:57 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-13 10:31:57+00:00,2021-07-13
2021-07-13 11:33:56 UTC,107.242.117.30,"None, New Jersey",40.7064,-74.2111,2021-07-13 11:33:56+00:00,2021-07-13
2021-07-13 12:45:02 UTC,107.242.117.39,"None, New Jersey",40.7064,-74.2111,2021-07-13 12:45:02+00:00,2021-07-13
2021-07-13 21:39:21 UTC,107.77.241.8,"None, Tennessee",36.1671,-86.7844,2021-07-13 21:39:21+00:00,2021-07-13
2021-07-13 23:10:08 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-13 23:10:08+00:00,2021-07-13
2021-07-14 00:11:33 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 00:11:33+00:00,2021-07-14
2021-07-14 01:35:51 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 01:35:51+00:00,2021-07-14
2021-07-14 04:31:44 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 04:31:44+00:00,2021-07-14
2021-07-14 08:31:30 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 08:31:30+00:00,2021-07-14
2021-07-14 14:30:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 14:30:12+00:00,2021-07-14
2021-07-14 17:17:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 17:17:12+00:00,2021-07-14
2021-07-14 19:06:48 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 19:06:48+00:00,2021-07-14
2021-07-14 20:23:10 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 20:23:10+00:00,2021-07-14
2021-07-14 22:34:50 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-14 22:34:50+00:00,2021-07-14
2021-07-15 00:32:21 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 00:32:21+00:00,2021-07-15
2021-07-15 01:34:56 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 01:34:56+00:00,2021-07-15
2021-07-15 02:57:30 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 02:57:30+00:00,2021-07-15
2021-07-15 04:45:36 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 04:45:36+00:00,2021-07-15
2021-07-15 08:42:55 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 08:42:55+00:00,2021-07-15
2021-07-15 14:30:05 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 14:30:05+00:00,2021-07-15
2021-07-15 15:43:40 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 15:43:40+00:00,2021-07-15
2021-07-15 16:56:15 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 16:56:15+00:00,2021-07-15
2021-07-15 18:07:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 18:07:12+00:00,2021-07-15
2021-07-15 20:06:07 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 20:06:07+00:00,2021-07-15
2021-07-15 22:29:13 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 22:29:13+00:00,2021-07-15
2021-07-15 23:37:28 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-15 23:37:28+00:00,2021-07-15
2021-07-16 01:01:00 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 01:01:00+00:00,2021-07-16
2021-07-16 02:01:11 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 02:01:11+00:00,2021-07-16
2021-07-16 04:13:04 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 04:13:04+00:00,2021-07-16
2021-07-16 10:07:59 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 10:07:59+00:00,2021-07-16
2021-07-16 13:04:08 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 13:04:08+00:00,2021-07-16
2021-07-16 15:15:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 15:15:12+00:00,2021-07-16
2021-07-16 16:37:50 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 16:37:50+00:00,2021-07-16
2021-07-16 17:45:09 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 17:45:09+00:00,2021-07-16
2021-07-16 18:54:01 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 18:54:01+00:00,2021-07-16
2021-07-16 20:05:15 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 20:05:15+00:00,2021-07-16
2021-07-16 21:15:41 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 21:15:41+00:00,2021-07-16
2021-07-16 22:21:57 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-16 22:21:57+00:00,2021-07-16
2021-07-17 00:42:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 00:42:12+00:00,2021-07-17
2021-07-17 01:55:52 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 01:55:52+00:00,2021-07-17
2021-07-17 04:22:38 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 04:22:38+00:00,2021-07-17
2021-07-17 06:11:04 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 06:11:04+00:00,2021-07-17
2021-07-17 10:01:24 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 10:01:24+00:00,2021-07-17
2021-07-17 11:28:12 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 11:28:12+00:00,2021-07-17
2021-07-17 12:41:07 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 12:41:07+00:00,2021-07-17
2021-07-17 13:50:53 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 13:50:53+00:00,2021-07-17
2021-07-17 14:50:53 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 14:50:53+00:00,2021-07-17
2021-07-17 16:36:07 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 16:36:07+00:00,2021-07-17
2021-07-17 18:45:10 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 18:45:10+00:00,2021-07-17
2021-07-17 20:50:53 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-17 20:50:53+00:00,2021-07-17
2021-07-18 00:28:35 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-18 00:28:35+00:00,2021-07-18
2021-07-18 09:31:24 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-18 09:31:24+00:00,2021-07-18
2021-07-18 12:29:35 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-18 12:29:35+00:00,2021-07-18
2021-07-18 14:01:30 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-18 14:01:30+00:00,2021-07-18
2021-07-18 17:53:30 UTC,68.43.249.168,"Hamtramck, Michigan",42.4122,-83.0583,2021-07-18 17:53:30+00:00,2021-07-18
2021-07-18 20:44:53 UTC,69.136.134.193,"Detroit, Michigan",42.3914,-83.15,2021-07-18 20:44:53+00:00,2021-07-18
2021-07-18 20:51:43 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-18 20:51:43+00:00,2021-07-18
2021-07-18 22:21:16 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-18 22:21:16+00:00,2021-07-18
2021-07-19 00:57:35 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 00:57:35+00:00,2021-07-19
2021-07-19 04:04:09 UTC,69.136.135.40,"Detroit, Michigan",42.3914,-83.15,2021-07-19 04:04:09+00:00,2021-07-19
2021-07-19 05:04:10 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 05:04:10+00:00,2021-07-19
2021-07-19 18:01:00 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 18:01:00+00:00,2021-07-19
2021-07-19 19:03:49 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 19:03:49+00:00,2021-07-19
2021-07-19 20:10:16 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 20:10:16+00:00,2021-07-19
2021-07-19 23:45:17 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-19 23:45:17+00:00,2021-07-19
2021-07-20 02:10:07 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 02:10:07+00:00,2021-07-20
2021-07-20 03:20:01 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 03:20:01+00:00,2021-07-20
2021-07-20 11:59:45 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 11:59:45+00:00,2021-07-20
2021-07-20 14:16:34 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 14:16:34+00:00,2021-07-20
2021-07-20 16:56:21 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 16:56:21+00:00,2021-07-20
2021-07-20 17:56:29 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 17:56:29+00:00,2021-07-20
2021-07-20 18:57:19 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 18:57:19+00:00,2021-07-20
2021-07-20 19:43:23 UTC,35.1.14.235,"Ann Arbor, Michigan",42.2709,-83.7068,2021-07-20 19:43:23+00:00,2021-07-20
2021-07-20 21:03:10 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 21:03:10+00:00,2021-07-20
2021-07-20 22:08:27 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 22:08:27+00:00,2021-07-20
2021-07-20 23:14:54 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-20 23:14:54+00:00,2021-07-20
2021-07-21 00:20:10 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 00:20:10+00:00,2021-07-21
2021-07-21 02:07:04 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 02:07:04+00:00,2021-07-21
2021-07-21 03:15:32 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 03:15:32+00:00,2021-07-21
2021-07-21 12:41:30 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 12:41:30+00:00,2021-07-21
2021-07-21 13:51:53 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 13:51:53+00:00,2021-07-21
2021-07-21 15:29:31 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 15:29:31+00:00,2021-07-21
2021-07-21 17:42:32 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 17:42:32+00:00,2021-07-21
2021-07-21 18:45:05 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 18:45:05+00:00,2021-07-21
2021-07-21 19:46:11 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 19:46:11+00:00,2021-07-21
2021-07-21 21:01:14 UTC,69.136.132.200,"Detroit, Michigan",42.3914,-83.15,2021-07-21 21:01:14+00:00,2021-07-21
2021-07-21 21:37:42 UTC,35.3.0.224,"Ann Arbor, Michigan",42.2804,-83.7068,2021-07-21 21:37:42+00:00,2021-07-21
2021-07-21 22:57:59 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-21 22:57:59+00:00,2021-07-21
2021-07-22 00:26:26 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 00:26:26+00:00,2021-07-22
2021-07-22 01:27:35 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 01:27:35+00:00,2021-07-22
2021-07-22 02:47:25 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 02:47:25+00:00,2021-07-22
2021-07-22 03:53:03 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 03:53:03+00:00,2021-07-22
2021-07-22 05:38:49 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 05:38:49+00:00,2021-07-22
2021-07-22 12:14:42 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 12:14:42+00:00,2021-07-22
2021-07-22 13:31:00 UTC,208.75.19.158,"Ann Arbor, Michigan",42.2709,-83.7282,2021-07-22 13:31:00+00:00,2021-07-22
